id,author,description,pubdate
787,@hendramaulana864,emang kalah kelas bangga nyata saudara2 unjuk gigi negeri orang,2024-04-30 7:41:34
788,@ediwardoyo5478,bangga sama indonesia wasit aja irihati sama indonesia hidup indonesia garuda dada,2024-04-30 7:41:31
789,@agusabrag6025,wasit picek,2024-04-30 7:41:14
790,@DediBae-ie8nj,wasit dancokk,2024-04-30 7:41:02
791,@suryadiartawan,susah sih kl wasit condong salah satu team gilir team lawan rasa rugi lihat reply gilir team indo tuh wasit cuek main usbek main drama sinetron sepak bola strategi sampah pas betul dukung wasit kiper pura2 jatuh ngak lihat replaynya harus kartu team lawan protes gubris team indo bodo amat maaf mungkin wasit cina ngak suka korea naik daun harus wasit arab saudi lebih netral udahlah indonesia bagus kalah irak biar lolos olimpiode langsung,2024-04-30 7:39:58
792,@BIG_Ram2230,tendang kurang kuat biji,2024-04-30 7:39:51
793,@hariyadihariyadi,wasit pilih kasih kalo timnas indonesia langgar tetap langgar kalo gak sengaja malah tetep lah kalo uzbekistan langgar kata langgar padahal lihat sengaja loh ,2024-04-30 7:39:04
794,@MudMud-gr8md,menang bantu wasit,2024-04-30 7:38:14
795,@SholehSholeh-ev7iu,senang riski rido sangat disiplin jaga tahan timnas kurang nya kali jadi doan van hau aku riski rido jadi bek timnas tangguh jangan gera kungfu sekarang var untung lawan korsel justin hubner gagal tendang pertama var kalah gol pertama korsel anulir wasit var jadi moga riski rido main tiru doan van hau sukses timnas indonesia,2024-04-30 7:37:51
796,@rolisputra8134,wasit nya gimana dah ti nyamperin kaki kaki nya disalahin  ras nih lebih pilih ti,2024-04-30 7:35:40
797,@NariRusnawati-ir3wh,wasit ajg,2024-04-30 7:35:38
799,@nadiamaulida7908,soperter rugi beli tiket d qatar ujung2 nya mafia bola yg atur tanding wkwk frank waset,2024-04-30 7:33:38
800,@user-eb2bh7cr6o,trlihat wasit rrc seperti sentimen thdp timnas indonesia yg paling nyesek anulir gol pertama alas offside padahal jelas2 kemelut depan gawang jadi bukan system oper biasa mana bilang off-side  kan aneh banget kacau emang langsung aja mental timnas jadi drop,2024-04-30 7:33:26
801,@PakYo-hy5db,tanding bersih buat apa pke wasit kayak gitu gak jelas,2024-04-30 7:31:47
802,@jujunjunaidy4844,langgar fatur rahman d menit2 awal pernah d lihat karna bisa2 buah kartu marah hingga buat terpincang2 selalu d manfaat uzbekistan seran posisi fatur r ahman,2024-04-30 7:31:19
803,@AFirman-cj5ut,wasit kon,2024-04-30 7:30:29
804,@NariRusnawati-ir3wh,inpo ngantemi raine wasite,2024-04-30 7:29:39
805,@paidahpaidah2897,wasit wasit,2024-04-30 7:28:28
806,@reskionet6018,semangat timnasku ,2024-04-30 7:27:23
807,@patarsimanjuntak2935,awas aj klo asa yg hujat main timnas tonjokin,2024-04-30 7:26:30
808,@suparmanar5794,anda sepatu rido kena main usbek gak main nyata main usbek menang kotor ewasit setan varnya iblis,2024-04-30 7:25:45
809,@NengHusna-uq8og,curang wasit nya,2024-04-30 7:25:08
810,@sigitsuseno2344,masak posible penalty malah hapus langgar tdk pasti terus marselino jatuh tdk var var nya org thailand benci indonesia,2024-04-30 7:23:12
811,@ElaNur-oc2kg,vasit curang perluh putus hakim tanding sangsi viva,2024-04-30 7:22:22
812,@rolisputra8134,mana own gol nya pratama arham,2024-04-30 7:21:30
813,@BASYA_238,semangat timnas gapapa kalah,2024-04-30 7:21:25
814,@BASYA_238, 22 37,2024-04-30 7:21:00
815,@agungwalujadjati-js3pr,sumpah,2024-04-30 7:20:31
816,@Risyahestamma,indonesia gk kalah cuma kalah,2024-04-30 7:20:16
817,@Akhmadhakim837,satu kata buat wasit dajjal,2024-04-30 7:19:57
818,@Abidnugraha772,curang bet dah,2024-04-30 7:19:04
819,@papahera9897,bentar permainanya stelan pabrik  malam tekan uzbekistan aja langsung hilang semua game planya stelan pabrik ,2024-04-30 7:18:49
820,@user-vf1ym1fg3b,komen spam jangan sok keras,2024-04-30 7:17:48
821,@FaizinAhmad-oh4rh,wasit ba bi,2024-04-30 7:17:27
822,@gading3218,segitu udah uyuhannnn bangga lah,2024-04-30 7:17:07
823,@Allselofisiall7280,jelas gk oset,2024-04-30 7:16:57
824,@Mupetz,lokal pred,2024-04-30 7:15:18
825,@Riswan-tl3ex,wasit made in tiongkok ,2024-04-30 7:14:30
826,@jusmanjusman8613,rizky rido sengaja tendang kena paha lawan keras jadi mental bagi,2024-04-30 7:13:52
827,@abimukti4053,wasit latih,2024-04-30 7:13:12
828,@zxtaki1870,malam timnas curang wasit var kasihan kasihan  ,2024-04-30 7:13:11
829,@riskaayu7832,tdk perlu marah sikap wasit kita terima curang bukankah curang jadi bagi kolektif kultural bangsa kita kacau kultural bila segala lini negara curang negara pihak2 eksternal jgn gembar-gembor curang karena kultural budaya terima curang bukan  contoh siapa yg semalem ngamok indonesia curang wasit lawan uzbekistan ,2024-04-30 7:11:56
830,@Clarisakamila,ayo garuda muda semangat buat kalian sini supporter bangga kalian ayo bangkit buat tanding alam harga ,2024-04-30 7:11:41
831,@duniamaya2877,gin loh memang tim kalah jauh segi apa paling kalah adil dah gitu aja,2024-04-30 7:11:16
832,@amriridho2520,jariyut usih indonesia semalem indonesia kalah gara2 wasit thailand wasit babi,2024-04-30 7:11:14
833,@RikiKurnianto-pz6oe,how much are your referees paid by afc and uzbekistan ,2024-04-30 7:10:35
834,@syaifularsya4679,piye to kiiiihhh,2024-04-30 7:09:13
835,@user-kh8ei9us1j,v wasit mahakali,2024-04-30 7:05:01
836,@teahuchy,apa lah mati ja wasit nya loh kena bola duluan,2024-04-30 7:04:41
837,@kylaoktafia4713,apa adil wasit udah batalin gol padahal gol wasit beri kartu merah orang minta maaf baik hati uzbekistan malah dorong tim indonesia wasit beri kartu merah wasit lihat tim indonesia cedera gol wasit malah balik nya jadi mungkin gol tidak mungkin kartu kuning merah uzbekistan malah indonesia curang angggap menang mungkin wasit bayar jadi sabar aja ajaib mungkin jadi wasit mungkin kena karma,2024-04-30 7:04:38
838,@fitriani-fs9fq,terima kasih main naturalisasi lihat mentalitas sangat hormat awal titik ini aneh generasi timnas dulu saat u19 20 21 22 23 sangat oke tapi masa ini pindah senior kendoooor 99 derajat dulu andik evan mas dll sekarang punya marselino tapi marselino sananta makin kesini kok kayak kurang semangat gak kayak babak sisih gacooor bahasa anak2 ujung2 melempem ketika bola gak arah dll beberapa yg jauh main yg paling aktif ernando kiper arhan rizky ridho witan main tetap bagus titik ini moga juara 3 aaaaaamin,2024-04-30 7:01:56
839,@agnesdamayanti4656,wasit spesialis var klo wasit bkn dr negara thai psti beda hasil kenapa g dr negara irak arab c wasit,2024-04-30 7:01:39
840,@puvv711,sini si wasit guguk,2024-04-30 7:01:24
841,@user-gh2wr5oq5t,wasit kampung kok mimpi asi kok mimpi tajam aelo,2024-04-30 7:00:24
842,@agnesdamayanti4656,kata ulang bang,2024-04-30 6:59:31
843,@khairulasroripf8515,menang indonesia ,2024-04-30 6:59:20
844,@lonehawk2751,indonesia jebol gawang usbek kami bangga pada garuda,2024-04-30 7:01:40
845,@ahmadlodyy,gol indonesia sahhh tp wasit var kotor sangat curang dlm tanding ini fifa pecat var wasit,2024-04-30 6:59:10
846,@putrajaguarpow3836,timnas garuda indonesia tetep yg baik karena selalu curang itu bukti kalian lah menang yg sungguh tetap seportip semangat terus garuda indonesia emas,2024-04-30 6:57:54
847,@Rosaimsaim,eleh wasit nya udu d sogok nyata gol jau dr offside d blng offside ngakak w liat wasit gtu lawak lu,2024-04-30 6:56:50
848,@mita8726,gua heran nntn negara main bola sulit,2024-04-30 6:56:09
849,@bast1913,wasit tayiq wasit bayar,2024-04-30 6:55:38
850,@karmudjiji5302,menit 13 00 cetak goll gagal kan,2024-04-30 6:55:08
851,@Misbah.official173,gol si arhan mana  ,2024-04-30 6:54:18
852,@hotsongs7471,wasit kancil iku,2024-04-30 6:54:03
853,@wongkoko2428,main vs usbekistan mirip sepak bola desa dikit salah oper dribling entah sebab nya apa belum nya main bagus ritme nya jarang oper salah dribling bagus,2024-04-30 6:54:01
854,@Zero-jt6pb,gol 2 potong ngk lihat,2024-04-30 6:53:54
855,@jennifer_7,gila banyak suporter yg bapuk jelas jelas semua segi indonesia kalah uzbekistan ehh aja nyalahin wasit biasa lapang dada lah,2024-04-30 6:52:48
856,@user-er7zh9be3q,wasit kaya asu,2024-04-30 6:52:38
857,@sufiantorofian4112,wasit nya kayak nya sogok qatar,2024-04-30 6:52:13
858,@zakifaizin.2030,usbektem curang sakjane indonesia,2024-04-30 6:52:12
859,@MisliMisli-uj9ri,kalo kata coach justin nak mental ini terlalu demam panggung semua usaha kan hancur simpel gugup skill nya nga keluar jadi ayam sayur,2024-04-30 6:50:48
860,@user-ye4jf5rb5p,buat timnas indonesia tetap juara mereka kalah bukan karna kalah strategi kalah wasit yg adil wasit tele,2024-04-30 6:50:13
861,@KevinBatara-sy3fy,buset bukan kalah strategi lu nonton kagak sih main indonesia mati total gitu wkwkwk,2024-04-30 6:49:30
862,@Sukma_Projects,tetep bangga,2024-04-30 6:49:14
863,@user-cg4tl9bj3l,asu curang wasit,2024-04-30 6:48:57
864,@kangmancing-im5zy,komentator usah banyak analis bahas kronologi lapang yg lebih spt dorong ferarri kd kiperpdh ada pelangran ilusr didalamareal pinalti nyata bersih lawn sangat cpt cpt beneran  awal sdh bilang wasit var thailand akhir betul jadi jadi komenya jadi doa sk beri analisa yg lebih  baik komen aja arah bola  man to men nggak perlu beranda andai  sk benar kuat kep wasit lawan  bahaya kaki ofside yg spt usah dibawas wajar kalau kalah trs dulu komentarornya spt ini komentator indo apa gimana,2024-04-30 6:46:55
865,@AnitaJeje-vx9rm,d or d or d or,2024-04-30 6:46:30
866,@dwiindriyati6752,mohon perhati gaya main hapus tdk rekomendet yg ujung kartu merah harus set cara lain,2024-04-30 6:46:25
867,@KaiYah-mo6ig,iya ulang siar,2024-04-30 6:46:21
868,@henimaryati7180,coba bukti samping bro,2024-04-30 6:45:58
869,@Khadijah06,wasit gblok,2024-04-30 6:45:46
870,@user-pm3bd7ee8o,wasit var sensi ni thailand wkwkw,2024-04-30 6:45:07
872,@user-bd2di7ht6f,witan jangan terlalu egois  beberapa kali terlslu lama tahan bola ,2024-04-30 6:44:47
874,@MadexRahmadhani,gw bukan bagi dr si toel gk peduli timnas menang kalah gw tetep dukung menang gw sanjung kalah gw jungjung bukti kawan kawan supporter sejati timnas kalian hebat,2024-04-30 6:44:28
875,@_simpananmu3894,wasit sempak,2024-04-30 6:42:15
876,@FebbyolaPing,moga ambil hikmah sini harap sempat ada bangkit garuda semangat tetap juang senantiasa sama kalian inshaallah jadi lebih baik,2024-04-30 6:41:48
877,@cam-movie5361,lagi garuda muda indonesia curang mana adil ayooo virallkan dunia lihat siapa ,2024-04-30 6:40:56
878,@videobaguschannel4357,jelas wasit nya curang disni biar masarakat indonesia lihat benar,2024-04-30 6:40:54
879,@AnitaJeje-vx9rm,wasit asia lagi2 tdk untung buat timnas kalah menang dh wajar,2024-04-30 6:40:42
880,@sebastianveron1134,indonesia menang smagat,2024-04-30 6:40:00
881,@evpiyo,parah banget wasit nya jadi indonesia kalah kan,2024-04-30 6:39:38
882,@Prof.EdiCacing,tau gw offside seluruh anghota badan tdk kecuali tangan nah var fokus kaki timnas kaki lawan jarang org lihat tangan dri team lawan yg sejajar kaki timnas gw gak offside yg pertama yg dua langgar penalti yg harap suporter timnas benar bersih tdk penalti bukan bola bebas tim lawan freekick yg dapat timnas wasit lupa coba aja cek atur var yg lain timnas langgar peluit tdk segera bunyi akan anggap tdk langgar beda tim uzbe jatuh peluit langsung tiup,2024-04-30 6:38:39
883,@abdulmugholis,kasih jelas buat lu  1 jelas offside fyi tangan gak jadi acu offside tangan guna main sepak bola kecuali kiper 2 wasit putus free kick buat timnas var beri tahu wasit jadi pinalti wasit pergi lah ecek cek nyata tackle bersih alhasil wasit rubah putus nya pinalti free-kick tidak 3 fyi kiper punya sus main antara kiper jatuh wasit segera henti tanding kiper alami masalah boleh kasih awat lapang main non kiper bawa pinggir lapang,2024-04-30 6:36:37
884,@user-gd7wc1db6z,wasit,2024-04-30 6:36:27
885,@NUr-xh4ut,11 35 bagi mana bilang offside woiii,2024-04-30 6:33:23
886,@dikisiregar1224,kaki,2024-04-30 6:32:22
887,@ayahgunadi8205,prof edicacingkok dak lihat var-nya,2024-04-30 6:32:05
888,@Prof.EdiCacing,bos minimal ga nyugok,2024-04-30 6:36:54
889,@riyanmaulanayusuf,ikhlas saja indonesia jadi juara waktu,2024-04-30 6:30:04
890,@aswinpanembrama8043,1kataaaa buat wasit,2024-04-30 6:29:05
891,@benojbi6850,selamat harap tadi menang,2024-04-30 6:28:47
892,@heliifan4911,wasit ga bagus ga pake kata belum,2024-04-30 6:28:46
893,@azrazanata5153,njer kirain lawan iraknya malam kan lumayan besok tanggal merah,2024-04-30 6:28:32
894,@widisularto8431,wasit k nt l ,2024-04-30 6:28:28
896,@heliifan4911,mai timnas setel pabrik,2024-04-30 6:27:36
897,@widyawati1490,moga besok lawan irak rafael bisah main butuh serang tajam gesit rafael ,2024-04-30 6:25:39
898,@rullyapripermana3771,memang kalah tanding yg biasa terimakasih juang maksimal mungkin buat negara,2024-04-30 6:25:09
899,@powerajha470,gol muhammad ferrari tak yg protes wasit var orang thailand jadi wasit var lawan qatar itu sangat keren bobol gawang uzbekistan tak pernah masuk gol belum bravo timnas,2024-04-30 6:25:02
900,@modesinuhan8467,slowmo replay 12 10 sejajar bgt gak bayang euforia tinggi tiba berapa menit ngdrop kalo tetap gol beda nih akhir cerita nya last game moga menang fair-play,2024-04-30 6:24:57
901,@aswindiio514,iya tugas bro memang bukti offside aku bola lebih banyak kuasa mereka lebih kuat drama gak peenting buat pancing emosi,2024-04-30 6:23:44
902,@user-ur6cz7im9u,onside bro benar kalau lihat teknologi garis gawang bukan angle kamera,2024-04-30 6:23:37
903,@nurilFadhilah-wq4ou,ronywibowo1468 kena tangan kiper dulu jg kan,2024-04-30 6:23:14
904,@azamormuiza6213,misal indo kalah lawan irak salah wasit lgi,2024-04-30 6:23:13
905,@elvimardeni5302,pakistan pawo lah,2024-04-30 6:22:07
906,@heliifan4911,aku sedih,2024-04-30 6:22:06
907,@hieroghiero8517,wou wasit kerang bagus,2024-04-30 6:19:39
908,@melythashaqina1555,wasit buta map bayar thai lu,2024-04-30 6:19:37
909,@user-en6tj2ew3x,coba kalau live tdi mlm kyak gin jangan pelit dong go indonesia,2024-04-30 6:19:19
910,@accretria,wasit y tuh berat belah tdk adil itu yg buat kecewa,2024-04-30 6:18:50
911,@Prof.EdiCacing,kalau main timnas indo aku pastiin mending gak lihat udah terlalu kecewa ma wasit kalau main indonesia passti intimidasi wasit,2024-04-30 6:43:07
912,@cucupsukandi2569,komentator indonesia klo ngomong terlalu sombong makanya ngomong biasa aj kali kyk orang paling hebat bukan sy rendah kn indonesia jg dukung penuh tpi komentator yg terlalu aduuuhh ga tau mau ngomong apa,2024-04-30 6:18:18
913,@dualsoul7398,hahaha,2024-04-30 6:17:57
914,@Prof.EdiCacing,yaqin tgl 2 mei lawan iraq menang dan lolos olympiade 2024,2024-04-30 6:43:52
915,@dualsoul7398,lihat baik indonesia pasu bola menit 11 35 belakang kiper main usbexnxx ko opsait pancen wasit brutal k1nt11l,2024-04-30 6:52:39
916,@user-zs3vg4yr3c,harusga rafael struik yg mampu buka ruang marcelinorenald sama witan gak bsa kutik semangat kejarr olympiade liat bsok lawan irak struik,2024-04-30 6:17:55
917,@ninoplg81,inti bangga gameplay segala sisi kalah alias tinggal jauh uzbek percaya proses depan insya allah bakal se level aminnnn,2024-04-30 6:17:19
918,@km19officialinewsvideo_17,sweu3bayazk,2024-04-30 6:17:08
919,@khoirulamin2213,trima kalau timnas kalah segi taktik strategi pasing dll cuma gak trima putus wasit sangat rugi indonesia,2024-04-30 6:16:50
920,@cucupsukandi2569,shwyz,2024-04-30 6:16:33
921,@gegammer6016,adipati,2024-04-30 6:15:40
922,@myeveryday3724,indonesia lolos olimpiade paris 2024 baru sejarah moga menang lawan irak,2024-04-30 6:15:22
923,@dimdeykuul1291,jruttyuftfhidhfejkue,2024-04-30 6:15:22
924,@affanprengky4486,mampu kalah,2024-04-30 6:15:01
925,@nuraisya1391,wasit ulang hari kamis 2 april 2024 indonesia vs uzbekistan jangan rupa sayang indonesia ,2024-04-30 6:14:27
926,@duniamenarik243,apresiasi utk main timnas indonesia u-23 coach sty pak et staff supporter di qatar maupun layar kaca orang yg libat piala asia u-23 pertama yg sangat sejarah iniii   3rd place lets goo  ,2024-04-30 6:13:44
927,@user-er5jq4wl6l,biar kalah tetap dukung karana merah putih,2024-04-30 6:12:52
928,@ronywibowo1468,lndonesia vs waset curang,2024-04-30 17:37:27
929,@yulinaaz2,jarang nonton timnas pas nonton timnas kalah lama anu pas lama,2024-04-30 20:45:48
930,@zulallathif7713,gw kesini ken liat highlight gol 2  malah ga munculin ama rcti  offside ya,2024-04-30 23:28:35
931,@jaman-mail-22,jatah menang itu goal anulir wasit pdhl posisi ga offside rizki ridho buang bola duluan lalu bentur kaki musuh anulir kartu merah 2 yg buat mental main jd perih curang buat semua tempo main ubah,2024-05-01 0:09:42
932,@Cco27MelonX,bangga walaupun kalah uzbekistan,2024-05-01 4:35:52
933,@muhamadalvin8812,wasit nya,2024-04-30 6:12:28
934,@user-zf6ub8xz7c,sepak bola jadi tarik terlalu banyak kontrofersi apa udah tebak yg tunjuk wasit sering kali rugi tim indonesia,2024-04-30 6:12:21
935,@cucupsukandi2569,tidsk iimbang bong 0 bljr lg bg jauh skl skilnya lsrinya umpanya kotor mai dll tdk kompak dlm main 1 99,2024-04-30 6:11:53
936,@bloxming7765,apa sih komentar nya kmentator,2024-04-30 6:11:44
937,@jokogandik,witan diving bnr klo main bola tau emang habis tenaga kalah sprint lawan pemqin blakqng uzbek 1 mnt 53  12 kartu kuning pratama arhat mulai berat belah kontoversial var liat pressure muka wasit tekan main indonesia 3 gol uzbek pertama sah 4 mnt 80 43 riski rido tdk salah bung dia dapat bola lebih menghqlqu bola lebih dlu reflek terlqlu cepqt hanyq main uzbek laku tindak provokasi tau maju melakukqn rekayasa pelqnggrana maju diri lihat rizki tarik kaki nya tanda tdk niat laku langgar ini sangat jadi cepat mengapa si pendek uzvek tdk pake body back counter jelas pemqin pro tau semua itu mulai main kontroversi yg dua inti ulah wasit vr 5 gol dua uzbek tdk lihat tb tb skor 2-0 hasil penilain sbnr 1-1 tdk kartu merah semi final karna perlu nilai yg bnr bnr tdk rugi dua negara bila jadi bs tanding imbang adil sportif down mental team indonesia akibqt oknum wasit vr bila kapten rdk kart merah bs ada justru imbang indonesia cetak gol lebih 50-50 yg pssi indonesia berani tuntut adil ufc bongkar putus oknum jadi minimal rusak sportifitas main bayang indonesia bs lawan jepang final lebih baik buat indonesia sbgai uni coba alam kuat hebat asia jpg jadi moment penting buat sepakbola indonesia syg klo mw bodoh diam tidak nya juang lah sedikit buat main indonesia yg usaha keras latih lapang serius nilai tolong sportif team garuda nanti main main luar lihat sisi nasionalisme pssi team garusa,2024-04-30 6:09:29
938,@yusupucup609,partai ulang qatar vs indonesia jadi partai uzbek vs indonesia  sangat humoris ,2024-04-30 6:08:58
939,@irproject3113,heleh wasit e jlok paten,2024-04-30 6:08:52
940,@umarumar-kn8fs,tandain wasitt,2024-04-30 6:08:47
941,@deejay8736,dukung indonesia kasi lah,2024-04-30 6:07:30
942,@fathurrrohman629,jangan hujat timnas indo hujat wasit,2024-04-30 6:07:26
943,@HamidFultalana,kaki antara paha sulit keluar makin dalam makin sempit ruang tdk kata sengaja bisa jg tdk sengaja,2024-04-30 6:07:15
944,@restuhardiansyah1529,tim garmud idn selalu rugi wasit wasit kls teri ko dipake,2024-04-30 6:05:32
945,@majduddinakram7261,nyata rakyat thailand bener bener benci sama negara indonesia bener bener rugi wasit far thailand,2024-04-30 6:05:04
946,@vayptralangit,tiada unsur kecewa sesal sebab sadar nenek moyang orang laut bukan orang sepak bola,2024-04-30 6:04:35
947,@creatorndeso3342,dicurangin wasit,2024-04-30 6:04:27
948,@vayptralangit,referee not qualified,2024-04-30 6:04:20
949,@vayptralangit,alam sangat luar biasa lebih tiem debut  siapa tau capai inspirasi junior,2024-04-30 6:03:45
950,@Elma1r,tetap semangaaaat,2024-04-30 6:03:44
951,@JAMALUDINIDRIS-iw7mk,ramadan sanata permainanya kurang bagus,2024-04-30 6:02:55
952,@Yakub1yakub,aku benci wasit var thailand,2024-04-30 6:02:22
953,@AbdulKhaliqFahrozi, semangat indonesia,2024-04-30 6:01:37
954,@dedegibol489,wasit curang,2024-04-30 6:00:44
955,@Adie_Masadi1991,semua aku uzbekistan memang kuat tapi masak jatuh bawah timpa ember juga,2024-04-30 6:00:18
956,@amtareno-eq7do,cakep kartu merah soal ky sengaja,2024-04-30 6:00:13
957,@SugengPurnomo-sk4yc,tetap bangga walaupun kalah baru awal bangkit sepak bola indonesia semangat main sty pak erik tohir,2024-04-30 6:00:13
958,@andridali5603,sedikit kecewa tpi mau gimna legowo aku tim lawan memang bagus,2024-04-30 5:59:57
959,@petrolhead7919,uzbekistan main curang padahal udah gol 1poin,2024-04-30 5:59:39
960,@user-yf5bn3cs1r,sumpah cuk wasit nya curang,2024-04-30 5:59:27
961,@user-yw1md3yv2h,liga dayak r ridho,2024-04-30 5:57:55
962,@noelimmanuel524,gol 2 gak tayangin tau2 udah 0 2,2024-04-30 5:57:36
963,@ppppky,gol bersih bukan offside lihat tayang cepat 0 25 bola umpan arhan lalu baru kemudian susul kaki sananta maju depan sedikit,2024-04-30 5:57:00
964,@parondi318,betul review var nya bola angkat bukan waktu arhan pas umpan sah cerita,2024-04-30 5:56:58
965,@WillsknowHenx,carolinasasongko tayang var nya full yang lihat cuma kaki masuk offside gera bola umpan arhan tayang harus replay gera bola,2024-04-30 5:55:49
966,@wisnudaniel5168,kecewa sedih pasti jujur rasa bangga lebih besar kalian keren timnas garuda muda ,2024-04-30 5:54:46
967,@nananghermawan2865,jangan pernah seragam wasit yg tulis fifa pakai kepada para wasit kotor curang,2024-04-30 5:54:24
968,@kurniawanofficial8628,wasit gatell tellll,2024-04-30 5:53:51
969,@APRILLIA236,ooo curang deh uzbekistan,2024-04-30 5:53:02
970,@user-du8jm2ul8p,sayang ifent piala afc timnas tampil selalu full tim andai ketemu uzbekistan elkan rafel beda cerita semua ,2024-04-30 5:52:13
971,@y..gmajalengka1277,wasit jangan dipake curang,2024-04-30 5:52:01
972,@LindaJuliana-jj5ts,wasit sportiv  percumah bola kalau sportiv duit duit,2024-04-30 5:51:56
973,@saadahtunnisa6502,tuntut wasit itu,2024-04-30 5:51:20
974,@ivankach0129,tanda ig wasite bolo,2024-04-30 5:51:13
975,@EzZa-fk3vb,harusga indonesia kalo bobol duluan mental ancur,2024-04-30 5:50:16
976,@mochammaddafir5339,keyok ,2024-04-30 5:49:59
977,@Dirimuuu_lagi,tetap bangga prestasi jauh,2024-04-30 5:49:05
978,@shortisfactions,kenek mafia bola akhire moleh ng deso mesti smpk mau final moleh ng deso,2024-04-30 5:48:22
979,@mrsuherman8367,putus yg usut tuntas,2024-04-30 5:48:17
981,@ApriyanApriyan-yv8mc,wasit dlogok,2024-04-30 5:47:57
982,@virsyafiqihtha,wajib tuntut fifa,2024-04-30 5:47:24
983,@sahraram4231,wasit berat belah,2024-04-30 5:47:22
984,@godilyad1342,tayang var lihat layar lebar dalam stadion main tahu juga mafia wasit tangkap mana wasit yg baik mana wasit yg pihak lawan,2024-04-30 5:46:23
985,@ibrahimmito3858,bohong bang wasit nya curang dong tegur wasit nya itu gol asli bung tampa opsaet wasit nya curang,2024-04-30 5:46:15
986,@Bang_BOCIL90,wasite koyo taek bosok,2024-04-30 5:44:32
987,@kikilop1234-pp,wasit nya yg dr cina hukum karnakn wasit bela usbekkistan main ulang dn propesional,2024-04-30 5:44:24
988,@Grass_line786,bagus,2024-04-30 5:43:37
989,@luskaproject4120,03 31 klo over depan gol untung kagak,2024-04-30 5:43:08
990,@user-wg4lm2ne9x,wasit bayar gak sih tadi kan nya langgar maaa enggak,2024-04-30 5:41:39
991,@9iat99,wasit nya haram njr,2024-04-30 5:41:32
992,@CarolinaSasongko,dik curang,2024-04-30 5:44:35
993,@9iat99,inti tadi malam indonesia menang,2024-04-30 7:14:34
994,@user-ze1fo6xn4y,wasit e gublug,2024-04-30 5:41:24
995,@sahraram4231,wasit nya china maka nya indonesia kalah itu bukti org china suka dng org indonesia bikin bnyak janggal makan tuh ppendukung jokowi yg suka membaggakan org2 china jadi indon bukan kalah sm isbek tapi kalah wasit paham kan,2024-04-30 5:40:36
996,@adjicraftnusantaraindonesiacra,kecewa wasitnyaa ken rasa gebukin,2024-04-30 5:38:43
997,@user-fj4gx3ji2v,indonesia kalah korea selatan tertawa ,2024-04-30 5:38:02
998,@ferdinandustola1578,kalah mah kalah aja,2024-04-30 5:36:37
999,@AbdulRohman-ux3ns,bukan wasit,2024-04-30 5:36:35
1000,@AbdulRohman-ux3ns,arhan kurang cepet mai,2024-04-30 5:35:20
1001,@Bukuende28,semangat terus tim nas garuda qu kalian tetap yg baik kmi,2024-04-30 5:35:13
1002,@mbklala,sumpah indonesia udah keren banget main asli sumpah suka liat nya  cuman kurang untung ajah wasit nya g jelas eww ,2024-04-30 5:35:11
1003,@tsabituu,lucu peler nya tim uzbekistan tendang sm r ridho ,2024-04-30 5:35:00
1004,@oktajunior2157,kayak main bola tarkam malu,2024-04-30 5:34:59
1005,@abuumar7599,mnrtku sh kalau gol indo sah jala tanding beda krn gol yg anulir tsb usbekistan lgsg semangat lgi timnas lgsg down  pikir tsbt,2024-04-30 5:34:54
1006,@dng21gamer62,indonesia vs wasit semangat indonesiaa moga juara tahun depan,2024-04-30 5:34:39
1007,@user-xq4qw9qm6z,indonesia gol usbek haruse langgar witan haruse pinalti usbek gol ferari sayang gol yg hilang krn wasit var,2024-04-30 5:33:37
1009,@megamarpaung1458,resmi ulang,2024-04-30 5:30:25
1010,@mbklala,gol pertama uzb kok gak replay nya apa janggal gak,2024-04-30 5:29:45
1011,@DeraziznZ,unsub ah,2024-04-30 5:28:50
1012,@user-qt5qj7xq7e,kok bisah kalah ya padahal indonesia bayak dukon,2024-04-30 5:27:13
1013,@hostandrew6919,gk offside wasit bayar,2024-04-30 5:26:53
1014,@user-kc1eu3ms8x,tetap semangat ya bangga udah punya progress bagus jujur cuma harap menang at least 1x tahap group tau sampe semifinal u-23 kalau progress kaya gin mungkin depan tim senior bagus,2024-04-30 5:26:04
1015,@user-qt5qj7xq7e,panggil baggot idzes tuk ganti ridho yg absen tanding lanjut ,2024-04-30 5:25:54
1016,@user-uz1ey1br6e,coba liat replay ulang  ga offside pas passing,2024-04-30 5:25:40
1017,@AhsanYusron,masuk semi final ja udah bangga bnget kmi rakyat indonesia udah lampau target tim debut ttep semangat timnas indonesia coach sty yok bsa bangkit utk olimpiade thank you juang timnas garuda coach sty ,2024-04-30 5:25:14
1018,@taufikrungkicity7626,uzbekistan sirk maydoni o yinchilar osonlikcha yiqilib o yin juda zaif,2024-04-30 5:25:14
1019,@PutraPratama-wf7yo,wasith wasit,2024-04-30 5:24:54
1020,@ubai.geming189,japan beat 11 iraqi players and uzbekistan beat 10 indonesian players where indonesia s goal against uzbekistan was disallowed by the referee first what exactly is this sign ,2024-04-30 5:24:51
1021,@Bll-bx6sv,bravo indonesia,2024-04-30 5:24:21
1022,@nuryaman1822,dukung supporter sendiri buka semangat malah gugup emang dulu sakit main indonesia gak pernah ubah mental lemah depan banyak orang,2024-04-30 5:24:03
1023,@adibmaghfur3196,naturalisasi gak oke,2024-04-30 5:24:03
